"","BLOCK_ID","GROUP_NUM","INT_LAT","INT_LON"
"199","130630404151008",0,33.5607023,-84.371279
"200","130630404072032",0,33.6102464,-84.3221106
"201","130630404072090",0,33.5998531,-84.3232375
"202","130630404082028",0,33.5966283,-84.3185643
"203","130630404072069",12,33.6014398,-84.3164207
"204","130630404072082",0,33.6004996,-84.3208018
"205","130630404072051",0,33.6073548,-84.3170892
"206","130630404101065",5,33.6051435,-84.2996844
"207","130630404101082",14,33.6347171,-84.3307507
"208","130630404123055",10,33.5775084,-84.3218819
"209","130630404123013",0,33.577362,-84.3295474
"210","130630404123031",1,33.5758499,-84.326003
"211","130630406122005",0,33.5298981,-84.3641659
"212","130630406122035",0,33.5188028,-84.3635718
"213","130630406111002",0,33.5436104,-84.36978
"214","130630406143006",90,33.5295823,-84.3246189
"215","130630406162000",280,33.5643528,-84.2814016
"216","130630406161004",277,33.5606006,-84.2850476
"217","130630406141018",79,33.5369197,-84.2951804
"218","130630406142006",48,33.5208772,-84.3022042
"219","130630406061046",26,33.4509011,-84.2957405
"220","130630404101105",34,33.6342431,-84.3193349
"221","130630403023005",0,33.6328365,-84.3869251
"222","130630404173013",67,33.5550599,-84.3590236
"223","130630404151018",5,33.5542919,-84.3729727
"224","130630404091019",32,33.5863595,-84.3092693
"225","130630404092006",161,33.5974781,-84.308998
"226","130630404092018",148,33.5892101,-84.301105
"227","130630404091011",102,33.5858996,-84.3036681
"228","130630404112018",25,33.5884839,-84.2799441
"229","130630404101095",58,33.6047586,-84.2882611
"230","130630404112024",50,33.5804973,-84.2734018
"231","130630404111014",54,33.5943962,-84.2704968
"232","130630404101037",29,33.6416989,-84.2996032
"233","130630406111013",435,33.5384034,-84.370797
"234","130630406093003",62,33.5609938,-84.3191004
"235","130630406061042",105,33.4501317,-84.2986093
"236","130630406123034",210,33.5085246,-84.3667738
"237","130630406212011",27,33.4675417,-84.3366937
"238","130630406161001",0,33.5526214,-84.273322
"239","130630406081034",31,33.421609,-84.3755423
"240","130630406081018",0,33.4476612,-84.3548487
"241","130630406081047",74,33.43984,-84.3353456
"242","130630404111015",0,33.593439,-84.2689896
"243","130630403032004",129,33.6421825,-84.3575121
"244","130630403033016",34,33.6408779,-84.3516785
"245","130630403032015",68,33.6372533,-84.3480788
"246","130630403034006",49,33.6462203,-84.3410861
"247","130630403034005",34,33.6469804,-84.3398003
"248","130630404101048",5,33.630339,-84.298127
"249","130630404101102",8,33.6106539,-84.2865913
"250","130630404113011",197,33.6246975,-84.2662
"251","130630404111000",291,33.6036251,-84.2816797
"252","130630404152011",15,33.5677162,-84.3787997
"253","130630406112000",0,33.5440938,-84.3444798
"254","130630406061038",23,33.4486586,-84.3108313
"255","130630406221028",78,33.4705305,-84.3479778
"256","130630406082014",65,33.4320626,-84.4015785
"257","130630406221024",154,33.4740875,-84.3420425
"258","130630406201014",179,33.4935007,-84.3689131
"259","130630405251006",82,33.503338,-84.4042963
"260","130630403024003",26,33.6274252,-84.3728625
"261","130630403024008",406,33.6262061,-84.3673101
"262","130630403021017",42,33.6365987,-84.361605
"263","130630404112000",0,33.590788,-84.2649808
"264","130630404161003",49,33.5836019,-84.3522791
"265","130630404152003",20,33.5715637,-84.3730251
"266","130630404141032",35,33.5750515,-84.370693
"267","130630404152007",42,33.5732535,-84.3751993
"268","130630404123053",0,33.570228,-84.3281001
"269","130630403072019",51,33.5906434,-84.3521938
"270","130630406081038",1,33.4362688,-84.3554768
"271","130630406081019",18,33.4503789,-84.3622709
"272","130630406062008",18,33.44818,-84.3178034
"273","130630406093009",83,33.5548427,-84.3034587
"274","130630406201010",0,33.5016895,-84.356776
"275","130630406223001",22,33.4854534,-84.3476575
"276","130630406163016",0,33.5625943,-84.3162708
"277","130630406161011",0,33.5544261,-84.2695619
"278","130630405141008",83,33.5266514,-84.4281185
"279","130630405123009",188,33.5733045,-84.4324073
"280","130630405133022",169,33.552929,-84.4308877
"281","130630405102021",54,33.5833318,-84.426093
"282","130630405102017",0,33.5797999,-84.4271783
"283","130630405102010",157,33.5801752,-84.4140096
"284","130630405122006",18,33.5709309,-84.4148546
"285","130630403024011",37,33.624677,-84.3682291
"286","130630403022008",7,33.6271521,-84.3649692
"287","130630403081122",4,33.6164907,-84.3683588
"288","130630404132026",105,33.5702711,-84.2849454
"289","130630404072049",14,33.6079097,-84.3184663
"290","130630404072050",4,33.6081108,-84.3172976
"291","130630404162011",76,33.5793968,-84.3603648
"292","130630404162019",77,33.5760663,-84.3593615
"293","130630404162033",0,33.5725659,-84.3541974
"294","130630404162007",0,33.5730655,-84.3427564
"295","130630406092019",33,33.5434195,-84.3245745
"296","130630406141009",56,33.5291079,-84.3074097
"297","130630406141005",26,33.531273,-84.3060646
"298","130630406133001",22,33.4989229,-84.292163
"299","130630406171000",705,33.5600332,-84.2666176
"300","130630406171008",0,33.5578506,-84.2637189
"301","130630405133026",275,33.5543473,-84.4178004
"302","130630405133002",98,33.5589361,-84.4183909
"303","130630405231001",25,33.5709071,-84.4092635
"304","130630405221004",58,33.5826393,-84.4039273
"305","130630405211005",117,33.5752705,-84.3919789
"306","130639800001112",0,33.6186007,-84.4558321
"307","130630402022015",315,33.6123164,-84.4327844
"308","130630403081106",0,33.6184689,-84.3651942
"309","130630404122027",1,33.5646601,-84.3361151
"310","130630404123048",0,33.570714,-84.3273796
"311","130630404072089",0,33.5996995,-84.3220866
"312","130630404162000",0,33.5749162,-84.3415107
"313","130630404152001",1720,33.5714115,-84.378109
"314","130630404122006",0,33.566137,-84.3403354
"315","130630404141018",0,33.5843217,-84.3742955
"316","130630406081023",70,33.4411785,-84.3691003
"317","130630406163017",0,33.564108,-84.3177425
"318","130630406113004",27,33.55199,-84.3674606
"319","130630406113005",22,33.5485805,-84.365753
"320","130630406113003",3,33.5464702,-84.3681296
"321","130630406112006",49,33.5452973,-84.3571097
"322","130630405231006",8,33.5707914,-84.4102446
"323","130630405231010",3,33.5674283,-84.4078728
"324","130630405212020",0,33.5729861,-84.4034776
"325","130630405231007",31,33.5701008,-84.4071332
"326","130630405121015",0,33.575535,-84.4277629
"327","130630403021019",19,33.6375036,-84.3657222
"328","130630403021016",486,33.638573,-84.3625009
"329","130630403034004",48,33.6470629,-84.3379013
"330","130630404132001",48,33.5719461,-84.2710266
"331","130630404083027",100,33.5837967,-84.3279778
"332","130630403071004",0,33.602617,-84.3692561
"333","130630404123038",18,33.5741075,-84.325433
"334","130630404121008",171,33.5805188,-84.3178256
"335","130630404121012",0,33.5722337,-84.3095368
"336","130630403081098",0,33.6206476,-84.3755213
"337","130630406061002",184,33.4895635,-84.3241654
"338","130630406113008",65,33.5468684,-84.366692
"339","130630405091038",212,33.5697466,-84.4566985
"340","130630405151006",254,33.5256629,-84.4171449
"341","130639800001106",0,33.6186407,-84.4400399
"342","130630402021060",0,33.6250077,-84.4011102
"343","130630402021032",0,33.6251043,-84.4016516
"344","130630402021033",0,33.6266778,-84.400714
"345","130639800001071",0,33.6289056,-84.4458591
"346","130630402032022",69,33.6109273,-84.4521338
"347","130639800001073",0,33.6278321,-84.4278124
"348","130630404082003",1198,33.5934848,-84.3242055
"349","130630404072071",614,33.6034557,-84.309964
"350","130630403023007",85,33.6334173,-84.3836429
"351","130630403021014",6,33.6414234,-84.3742077
"352","130630403081056",0,33.6391716,-84.3812448
"353","130630403021003",0,33.6458484,-84.371877
"354","130630403081058",0,33.6326393,-84.3875246
"355","130630403023027",0,33.6302104,-84.3832674
"356","130630403081063",0,33.6317652,-84.3885111
"357","130630404113004",2,33.6352528,-84.2724045
"358","130630404101066",117,33.636693,-84.3262268
"359","130630404102042",200,33.619849,-84.313725
"360","130630403081000",0,33.6478405,-84.3805344
"361","130630403081006",0,33.642245,-84.3825951
"362","130630403081062",0,33.6310908,-84.3935023
"363","130630403081028",0,33.6341985,-84.3923353
"364","130630404151022",14,33.5574012,-84.3807737
"365","130630403022011",37,33.6257061,-84.3624328
"366","130630403072024",13,33.5895158,-84.3571027
"367","130630404091018",29,33.5868145,-84.308065
"368","130630406121038",2,33.5218908,-84.3608471
"369","130630406163000",51,33.5692552,-84.2948818
"370","130630406061026",12,33.4595355,-84.302849
"371","130630406061014",0,33.4817792,-84.3010444
"372","130630406131003",52,33.5130464,-84.3368497
"373","130630406163020",116,33.5642971,-84.2956383
"374","130630405142016",112,33.5386745,-84.4209177
"375","130630405142011",107,33.5382958,-84.4211364
"376","130630405211006",56,33.5755689,-84.3905344
"377","130630405211018",162,33.5698539,-84.38943
"378","130630405211003",61,33.5727931,-84.3877409
"379","130630405092008",54,33.5893521,-84.4451085
"380","130630402021065",0,33.6064785,-84.3951968
"381","130630402021078",0,33.6074766,-84.4073488
"382","130630402021050",0,33.6234738,-84.4246679
"383","130630402021063",0,33.6179211,-84.4013131
"384","130639800001035",0,33.6482193,-84.4470759
"385","130630402043024",24,33.6039879,-84.4453014
"386","130630402043014",0,33.6049906,-84.4443172
"387","130630402032024",3,33.5936165,-84.4503048
"388","130630404131002",1345,33.5745113,-84.2990655
"389","130630404123001",124,33.5797824,-84.3229207
"390","130630404123047",0,33.5709736,-84.328114
"391","130630403082007",0,33.6101726,-84.3643079
"392","130630403071011",286,33.6037205,-84.3717739
"393","130630404114002",0,33.6079336,-84.2630436
"394","130630406171001",94,33.5584265,-84.2673233
"395","130630406171017",0,33.5512789,-84.2647983
"396","130630406162011",31,33.5608968,-84.2905903
"397","130630406201032",548,33.4739846,-84.3820375
"398","130630406082017",563,33.4327348,-84.3984639
"399","130630406212014",82,33.463143,-84.3355055
"400","130630406122004",0,33.531115,-84.3636777
"401","130630406123031",0,33.5070314,-84.3535833
"402","130630406123025",0,33.5075998,-84.3536737
"403","130630406222002",72,33.4757771,-84.3700042
"404","130630406081078",638,33.3949742,-84.3682965
"405","130630406122012",0,33.5200283,-84.365021
"406","130630406161005",26,33.5620239,-84.2858739
"407","130630406171007",109,33.5619537,-84.2670023
"408","130630406171005",86,33.5626113,-84.2666356
"409","130630406081052",30,33.4422222,-84.3339578
"410","130630406112001",83,33.5472872,-84.3468382
"411","130630406113007",20,33.5550552,-84.3658114
"412","130630406112022",16,33.5405705,-84.3575114
"413","130630406112020",18,33.5402586,-84.3524224
"414","130630406121013",23,33.5354268,-84.3532877
"415","130630406112011",8,33.5415112,-84.3483847
"416","130630406121011",0,33.5372611,-84.3498557
"417","130630406112010",9,33.5424686,-84.3477422
"418","130630406091017",0,33.5372466,-84.3495917
"419","130630406092005",378,33.5475264,-84.3230823
"420","130630406141019",9,33.5380188,-84.2949929
"421","130630406142005",0,33.5222889,-84.3006969
"422","130630406212010",42,33.4655205,-84.3357782
"423","130630406132021",32,33.5176767,-84.3430366
"424","130630406161002",91,33.5563572,-84.2926129
"425","130630406123038",98,33.5029209,-84.3703585
"426","130630406081036",3,33.4273934,-84.3816387
"427","130630406081030",0,33.4174034,-84.3811445
"428","130630406081028",0,33.4181538,-84.378925
"429","130630405143004",0,33.5495869,-84.4212935
"430","130630405133031",2,33.5513168,-84.415186
"431","130630405262006",58,33.5188537,-84.4128913
"432","130630405231030",2,33.553333,-84.4123489
"433","130630405203004",265,33.59808,-84.4143235
"434","130630405263015",19,33.519636,-84.41941
"435","130630405222005",0,33.5965851,-84.407011
"436","130630404151003",74,33.5630776,-84.3744853
"437","130630404161005",54,33.5838516,-84.3503913
"438","130630404072084",0,33.6017474,-84.332298
"439","130630405261001",881,33.4983321,-84.4085607
"440","130630403071015",29,33.599485,-84.3656758
"441","130630403072015",140,33.5931936,-84.3625535
"442","130630403072022",51,33.5915912,-84.3613782
"443","130630404071013",26,33.609652,-84.3514048
"444","130630403072026",39,33.590584,-84.356294
"445","130630404102019",74,33.629845,-84.3416449
"446","130630406081048",41,33.4406687,-84.3353692
"447","130630406081050",19,33.4370508,-84.3380378
"448","130630406081014",0,33.4460379,-84.3487039
"449","130630406081011",520,33.4475371,-84.3488564
"450","130630406113012",161,33.5429672,-84.3633485
"451","130630406212031",144,33.4587138,-84.3430532
"452","130630406061023",0,33.4764838,-84.2973539
"453","130630406212028",0,33.4510234,-84.3260062
"454","130630405263001",36,33.5195057,-84.4230449
"455","130630405261002",240,33.4998776,-84.4064422
"456","130630405161001",219,33.5374763,-84.3904543
"457","130630405154008",0,33.534739,-84.40717
"458","130630405244002",15,33.5508436,-84.3845629
"459","130630405161007",269,33.5314882,-84.3885086
"460","130630405244015",105,33.5498467,-84.386942
"461","130630405244021",60,33.5432118,-84.3851517
"462","130630405154005",123,33.5288928,-84.4068143
"463","130630405154006",44,33.5325829,-84.4083222
"464","130630405154014",54,33.5279743,-84.4086471
"465","130630405182010",103,33.5090172,-84.3930768
"466","130630403081026",0,33.6354178,-84.401155
"467","130630404102081",0,33.6161975,-84.3465243
"468","130630403081091",1,33.6214113,-84.3781237
"469","130630403081129",769,33.6175159,-84.3812109
"470","130630403062002",64,33.6018204,-84.3766684
"471","130630403062006",33,33.5998623,-84.3760086
"472","130630403061018",1541,33.5944036,-84.3801858
"473","130630404141022",76,33.5891771,-84.3741662
"474","130630404091016",23,33.5876285,-84.3095211
"475","130630404172011",4,33.5557944,-84.3655077
"476","130630404102071",0,33.6167539,-84.3387391
"477","130630404102076",0,33.6186007,-84.3448219
"478","130630404102003",0,33.6298982,-84.3179307
"479","130630405201003",245,33.6025561,-84.4205863
"480","130630405231033",0,33.5549924,-84.4137134
"481","130630405242010",68,33.5433814,-84.3924599
"482","130630405261000",59,33.5087691,-84.4093409
"483","130630405261003",111,33.5060345,-84.4092209
"484","130630405152011",52,33.525046,-84.3934375
"485","130630405162009",63,33.5277885,-84.381794
"486","130630405183003",123,33.5150937,-84.3864433
"487","130630405182002",31,33.5090344,-84.3972582
"488","130630405212021",60,33.5693666,-84.3970518
"489","130630404101083",43,33.6363413,-84.3374311
"490","130630404113025",0,33.6115068,-84.2861715
"491","130630404113024",4,33.6109567,-84.2846911
"492","130630404132006",149,33.5739527,-84.2741583
"493","130630404072088",0,33.5992045,-84.3209126
"494","130630404121000",1192,33.5767789,-84.3069365
"495","130630405261009",93,33.500957,-84.4092633
"496","130630405261004",27,33.5070423,-84.407579
"497","130630405152010",63,33.5263013,-84.3965896
"498","130630405183009",49,33.5119772,-84.3902575
"499","130630405162011",76,33.530808,-84.3806723
"500","130630405181002",79,33.5165369,-84.3893288
"501","130630405183014",7,33.509563,-84.3856543
"502","130630405183013",41,33.5092051,-84.3843129
"503","130630404102048",0,33.6189399,-84.325265
"504","130630404102064",0,33.621423,-84.3294157
"505","130630404102035",0,33.6238142,-84.3271085
"506","130630404112004",370,33.5853793,-84.2639493
"507","130630404141007",26,33.5890088,-84.3723186
"508","130630404081023",53,33.5949741,-84.345836
"509","130630404072076",11,33.6021176,-84.3010527
"510","130630404123017",5,33.5759011,-84.3291029
"511","130630404123019",56,33.5747834,-84.3287402
"512","130630404111007",80,33.5948775,-84.2817107
"513","130630405241003",1,33.5673787,-84.3996583
"514","130630405211014",142,33.5617425,-84.3882332
"515","130630405212011",0,33.573381,-84.402574
"516","130630405101015",0,33.5883173,-84.4286617
"517","130630405152003",71,33.5292255,-84.4004846
"518","130630405152004",131,33.5270798,-84.3979152
"519","130630405152019",69,33.5227387,-84.4004428
"520","130630402043010",1,33.5990828,-84.4435494
"521","130630404101090",0,33.6211255,-84.3088774
"522","130630404173009",0,33.5569846,-84.3573699
"523","130630404112006",50,33.5884527,-84.2716203
"524","130630404081001",226,33.5987314,-84.3359278
"525","130630404081034",43,33.5853261,-84.3480931
"526","130630404081021",0,33.5863029,-84.3382996
"527","130630404072066",10,33.6071616,-84.3298311
"528","130630404083022",39,33.5831921,-84.3344719
"529","130630404083035",8,33.5837884,-84.3151839
"530","130630404083015",46,33.5866736,-84.3292438
"531","130630405182000",297,33.5093555,-84.4006538
"532","130630405262017",46,33.5147433,-84.4179656
"533","130630405262001",2,33.5210619,-84.4162666
"534","130630405221017",573,33.5743744,-84.4044255
"535","130630405102003",12,33.5878482,-84.4258958
"536","130630405143021",81,33.5451893,-84.431436
"537","130630405241001",184,33.5642122,-84.3969875
"538","130630405231014",0,33.5636675,-84.4134223
"539","130630404083029",46,33.5862445,-84.3243025
"540","130630404083031",46,33.5832088,-84.3210445
"541","130630404102027",0,33.6240751,-84.3113344
"542","130630403031001",34,33.6339949,-84.3443184
"543","130630404101014",290,33.6337659,-84.3205614
"544","130630404083005",10,33.5862853,-84.3230706
"545","130630404113020",44,33.611816,-84.2752063
"546","130630404111019",117,33.5962821,-84.2909581
"547","130630404114009",25,33.6030145,-84.2655578
"548","130630404113014",0,33.6136144,-84.2647373
"549","130630403081025",0,33.6352536,-84.3950602
"550","130630406142032",109,33.5063642,-84.2908078
"551","130630406141012",116,33.5268874,-84.2985124
"552","130630406122022",0,33.5270184,-84.3632068
"553","130630406151008",252,33.5399945,-84.3135133
"554","130630406163011",23,33.5674734,-84.2954749
"555","130630406212001",135,33.4713593,-84.3391168
"556","130630406131017",0,33.51624,-84.35319
"557","130630406142042",0,33.510792,-84.291703
"558","130630406082016",1,33.4362772,-84.401387
"559","130630405191000",203,33.5951421,-84.4181587
"560","130630405101014",2,33.5895224,-84.4272188
"561","130630405183006",63,33.5140903,-84.3895837
"562","130630405231035",0,33.554223,-84.4143591
"563","130630405231034",0,33.5553714,-84.4142419
"564","130630405143020",59,33.5413198,-84.4309995
"565","130630405251019",44,33.4992233,-84.4003264
"566","130630404101029",0,33.63441,-84.3021614
"567","130630404101039",194,33.6160074,-84.3032624
"568","130630404132010",0,33.5768973,-84.276845
"569","130630404072040",0,33.6050984,-84.3325918
"570","130630403072010",256,33.5940693,-84.3556212
"571","130630404123010",12,33.5734537,-84.3304012
"572","130630404123044",108,33.5693043,-84.3238993
"573","130630404083030",323,33.582844,-84.3236863
"574","130630404101034",10,33.6441811,-84.3007494
"575","130630404101000",1,33.646764,-84.2817739
"576","130630404072025",0,33.6105639,-84.3166006
"577","130630404101052",18,33.6242043,-84.3079822
"578","130630404072061",51,33.6025411,-84.3232986
"579","130630403031005",48,33.6298818,-84.3471451
"580","130630404091000",68,33.592799,-84.303383
"581","130630406223007",394,33.4813425,-84.36563
"582","130630406221008",236,33.4758381,-84.3508467
